,name,first_week,boxoffice,type,duration,release_time,technology,location,director,director_link,actor,production_company,issuing_company
17,满城尽带黄金甲,8600.0,29103.2,动作,USA:114,2006-12-14,2D,中国/中国香港,张艺谋 Yimou Zhang,http://www.cbooo.cn/p/1947,周润发 Yun-Fat Chow;;;巩俐 Li Gong;;;周杰伦 Jay Chou;;;刘烨 Ye Liu;;;李曼 Man Li;;;倪大红 Dahong Ni;;;秦俊杰 Junjie Qin;;;陈瑾 Jin Chen,";;;北京新画面影业有限公司 Beijing New Pictures Co.,Ltd;;; Film Partner International;;; Standard Chartered Bank",";;; Blue Sky Media;;; Buena Vista International;;; Columbia TriStar Films de Argentina;;;安乐影片有限公司 EDKO Film Co.,Ltd;;; Edko Video;;; Monopole-Path&#233;;;; Nordisk Film Theatrical Distribution;;; RCV Film Distribution;;; RCV Home Entertainment;;; SND;;; Showtime;;;索尼经典影业公司 Sony Pictures Classics;;; TOBIS Film;;; Tiglon;;;乌发电影公司 Universum Film A.G.;;;华纳兄弟电影公司 Warner Bros Pictures;;;北京新画面影业有限公司 Beijing New Pictures Co.,Ltd;;;中国电影集团公司 China Film Group Corporation"
18,上海伦巴,,152.7,爱情/剧情,107,2006-2-10,2D,中国,彭小莲 Xiaolian Peng,http://www.cbooo.cn/p/5394,袁泉 Quan Yuan;;;夏雨 Yu Xia;;;陈鸿梅 Hongmei Chen;;;崔杰 Jie Cui;;;丁丹妮 Dan-ni Ding;;;高鑫 Xin Gao;;;管艺 Yi Guan;;;李学通 Xuetong Li;;;宋茹惠 Ruhui Song,";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd",;;;上海电影股份有限公司影视发行分公司 Eastern Mordor
19,陶器人形,,3.2,惊悚/悬疑,China:96,2006-4-7,2D,中国,,,吴启华 Lawrence Ng;;;伊藤步 Ayumi Ito;;;苗圃 Pu Miao,";;;上海电影制片厂 Shanghai Film Studio;;;上海海象文化传媒有限公司 Shanghai Haixiang Cultural Media Co., Ltd.",";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;上海电影股份有限公司影视发行分公司 Eastern Mordor"
20,天生一对,409.0,831.7,喜剧,97分钟,2006-3-2,2D,中国香港/中国,罗永昌 Wing-cheong Law,http://www.cbooo.cn/p/2094,杨千嬅 Miriam Yeung;;;任贤齐 Richie Ren;;;谷祖琳 Jo Kuk;;;邬玉君 Yujun Wu;;;侧田 Justin Lo;;;郭涛 Tao Guo;;;黄华和 Wah Wo Wong;;;邵美琪 Maggie Shiu;;;秦煌 Wong Chun;;;李丽丽 Lily Li;;;艾威 Wilson Tsui;;;郭少芸 Florence Kwok;;;林家栋 Ka Tung Lam;;;黄文慧 Man-Wai Wong;;;冯克安 Hak On Fung;;;林雪 Suet Lam;;;张兆辉 Siu-fai Cheung;;;龚慈恩 Mimi Kung;;;许绍雄 Shiu Hung Hui;;;利沙华 Courtney Wu;;;冯志强 Chi Keung Fung;;;黄华和 Wan Woo Wong,";;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;;银河映像（香港）有限公司 Milky Way Image（Hongkong)）Co.,Ltd;;;中国电影合作制片公司 China Film Co-Production Corporation;;;北京银梦影视艺术有限公司 Beijing Yinmeng Entertainment Co.,Ltd;;;中影寰亚音像制品有限公司 China Film Media Asia Audio Video Distribution Co.Ltd",;;;寰亚影视发行（香港）有限公司 Media Asia Distribution;;; Long Shong Entertainment Group;;; Shaw Organisation
21,三峡好人,1.0,31.3,剧情,111,2006-12-14,2D,中国,贾樟柯 Zhangke Jia,http://www.cbooo.cn/p/1891,赵涛 Tao Zhao;;;韩三明 Sanming Han;;;黄勇 Yong Huang;;;李滨 Bin Li;;;王宏伟 Hongwei Wang;;;邹林 Lin Zhou,";;;上海电影制片厂 Shanghai Film Studio;;;北京西河星汇数字娱乐技术有限公司 Beijing Xihe Xinghui Digital Entertainment Technology Co.,Ltd",;;; A-Film Distribution;;; Ad Vitam Distribution;;; Delphi Filmverleih Produktion;;; Lucky Red;;; New Yorker Films;;; NonStop Entertainment;;;上海电影股份有限公司影视发行分公司 Eastern Mordor
22,天狗,45.0,681.3,剧情,104,2006-6-20,2D,中国,戚健 Jian Qi,http://www.cbooo.cn/p/8845,富大龙 Dalong Fu,";;;上海电影制片厂 Shanghai Film Studio;;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;北京李家文化艺术有限公司 Beijing Lijia Culture＆Art Co., Ltd.;;;广东国视文化传播有限公司 Guangdong Guoshi Cultural Communication Co., Ltd.;;;福建省东宇影视有限公司 Fujian Dongyu Film＆Television Co., Ltd.",";;;中国电影集团公司 China Film Group Corporation;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;北京李家文化艺术有限公司 Beijing Lijia Culture＆Art Co., Ltd."
23,墨攻,2100.0,6701.8,战争,Hong Kong:133,2006-11-23,2D,中国/日本/韩国/中国香港,张之亮 Jacob Cheung,http://www.cbooo.cn/p/669,刘德华 Andy Lau;;;安圣基 Seong-gi Ahn;;;王志文 Zhiwen Wang;;;范冰冰 Bingbing Fan;;;崔始源 Si-won Choi;;;钱小豪 Siu-hou Chin;;;午马 Ma Wu;;;吴奇隆 Nicky Wu;;;徐向东 Xiangdong Xu;;;何建泽 HeJianZe;;;林永健 Yongjian Lin;;;杨丽晓 Lixiao Yang,";;; Boram Entertainment Inc.;;; Comstock;;; Hark &#38; Company;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;; Small Potato Productions;;;骄阳电影有限公司 Sundream Motion Pictures;;; World Top",";;; Amuse Soft Entertainment;;; Comstock;;; Deltamac Entertainment;;;安乐影片有限公司 EDKO Film Co.,Ltd;;; Group Power;;; Shaw Organisation;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;中国电影集团公司 China Film Group Corporation"
24,疯狂的石头,,2536.4,喜剧,China:98,2006-6-30,2D,中国/中国香港,宁浩 Hao Ning,http://www.cbooo.cn/p/3337,黄渤 Bo Huang;;;杜杰 Jie Du;;;郭涛 Tao Guo;;;连晋 Teddy Lin;;;刘桦 Hua Liu;;;王迅 Xun Wang;;;徐峥 Zheng Xu;;;宁浩 Hao Ning;;;岳小军 Xiaojun Yue;;;候珠 Zhu Hou,";;;映艺娱乐有限公司 Focus Films Limited;;;四方源创国际影视文化传播有限公司 Sifang Yuanchuang International Film and TV Culture Communication Co.,Ltd;;;中影华纳横店影视有限公司 Warner China Film HG Corporation",";;; EuropaCorp. Distribution;;; Golden Village Entertainment;;;北京中影元申影业有限公司 Beijing Zhongying Yuanshen Pictures Co.,Ltd;;;中影华纳横店影视有限公司 Warner China Film HG Corporation"
25,圆明园,18.0,546.2,纪录片,93分钟,2006-9-8,2D,中国,"金铁木 Tiemu Jin,薛继军 Jijun Xue","http://www.cbooo.cn/p/1865741,http://www.cbooo.cn/p/1867271",,;;;北京科学教育电影制片厂 Beijing Science Education Film Studios;;; 广西电视台 Guangxi TV Station,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
26,大道如天,,1151.9,剧情,,2006-6-30,2D,中国,宋江波 Jiangbo Song,http://www.cbooo.cn/p/13913,张瑜 Yu Zhang;;;董勇 Yong Dong;;;吕晓禾 Xiaohe Lu;;;郑小宁 Xiaoning Zheng;;;刘芸 Yun Liu;;;吕凉 Liang Lv,";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;上海张瑜影视文化发展有限责任公司 Shanghai Zhangyu Movie Culture Development Co.,LTD",";;;上海张瑜影视文化发展有限责任公司 Shanghai Zhangyu Movie Culture Development Co.,LTD"
27,父子,65.0,186.8,剧情,South Korea:150,2006-11-30,2D,中国香港/中国,"谭家明 Patrick Tam,谭耀文 Patrick Tam","http://www.cbooo.cn/p/16376,http://www.cbooo.cn/p/1758",郭富城 Aaron Kwok;;;杨采妮 Charlie Yeung;;;林熙蕾 Kelly Lin;;;秦海璐 Amanda Qin;;;许茹芸 Valen Hsu;;;陈哲民 Lester Chit-Man Chan;;;徐天佑 Ting Yau Tsui;;;吴景滔 Jingtao Wu;;;曾志伟 Eric Tsang;;;林依轮 Yilun Lin,;;;黑白映画有限公司 Black and White Films;;;映艺娱乐有限公司 Focus Films Limited;;;宽银幕电影工作室 Vision Films,;;; Go Film Distribution;;;映艺娱乐有限公司 Focus Films Limited;;;Panorama Entertainment Panorama Entertainment;;; Shaw Organisation;;;博纳影业集团股份有限公司 Bona Film Group
28,又见梅兰芳,,31.8,纪录片,,2006-10-20,2D,中国,"蓝冰 Bing Lan,叶晶 Jing Ye","http://www.cbooo.cn/p/1867387,http://www.cbooo.cn/p/1867388",梅葆玖 Baojiu Mei;;;李胜素 Shengsu Li;;;魏海敏 Haimin Wei;;;胡文阁 Wenge Hu,,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
29,网络少年,,38.0,剧情,,2006-5-1,2D,中国,石学海 Xuehai Shi,http://www.cbooo.cn/p/1867202,殷桃 Tao Yin;;;黄宏 Hong Huang;;;赵尔康 Erkang Zhao;;;刘莉莉 Lili Liu,";;;北京永庄文化发展有限公司 Beijing Yongzhuang Cultural Development Co., Ltd.;;;上海盛大网络发展有限公司 SNDA NETWORKING",";;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
30,第601个电话,450.0,1053.6,爱情,China:90,2006-8-18,2D,中国,张国立 Guoli Zhang,http://www.cbooo.cn/p/2380,张柏芝 Cecilia Cheung;;;胡歌 Hugh;;;牛犇 Ben Niu;;;周笔畅 BiBi Chou;;;张萌 Alina Zhang;;;张国立 Guoli Zhang;;;郭德纲 Degang Guo,";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd;;;上海电影股份有限公司影视发行分公司 Eastern Mordor",";;;北京中影元申影业有限公司 Beijing Zhongying Yuanshen Pictures Co.,Ltd;;;上海电影股份有限公司影视发行分公司 Eastern Mordor;;;中国电影集团公司 China Film Group Corporation"
31,图雅的婚事,30.0,200.7,剧情,86,2006-9-21,2D,中国,王全安 Quanan Wang,http://www.cbooo.cn/p/5563,余男 Nan Yu,;;; Maxyee Culture Industry;;; Xian Motion Picture Company,";;; A-Film Distribution;;; Arsenal;;;中国电影集团公司 China Film Group Corporation;;; Discovery Films;;; Frenetic Films;;; Golem Distribuci&#243;n;;; Lucky Red;;; Maywin Media;;; Music Box Films;;; NonStop Entertainment;;; Pretty Pictures;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
32,不能忘却的长征,60.0,60.8,纪录片/革命,75分钟,2006-12-25,2D,中国,"颜品 Pin Yan,栾宝玉 Baoyu Luan","http://www.cbooo.cn/p/1867651,http://www.cbooo.cn/p/1867653",,;;;中国国际电视总公司 China International Television Corporation,;;;中国国际电视总公司 China International Television Corporation
33,霍元甲,819.0,10500.7,动作/剧情,UK:104,2006-1-25,2D,中国/中国香港/美国,于仁泰 Ronny Yu,http://www.cbooo.cn/p/4794,李连杰 Jet Li;;;中村狮童 Shido Nakamura;;;孙俪 Betty Sun;;;董勇 Yong Dong;;;鲍起静 Hee Ching Paw;;;曲云 Yun Qu;;;内森·琼斯 Nathan Jones;;;布兰登·雷亚 Brandon Rhea;;;约翰·佩斯里 John Paisley;;;邹兆龙 Collin Chou;;;原田真人 Masato Harada;;;赵志刚 Zhigang Zhao;;;杨紫琼 Michelle Yeoh;;;伊恩·鲍尔斯 Ian Powers;;;陈之辉 Zhihui Chen;;;向佐 Jacky Heung,;;;中国电影合作制片公司 China Film Co-Production Corporation;;; Hero China International;;; Wide River Investments,";;;罗格影业 Luo Ge Ying Ye;;; Alliance Atlantis Home Video;;; Bazuca Films;;; Buena Vista International;;;美国哥伦比亚影业公司 Columbia Pictures Industries, Inc.;;;  Delta Films;;; Distribution Company;;; Gativideo;;; Hollydan Works;;; Medyavizyon;;; Monopole-Path&#233;;;; Odeon Films;;; RCV Film Distribution;;; RCV Home Entertainment;;; United International Pictures (UIP);;;中国电影集团公司 China Film Group Corporation"
34,面纱,90.0,302.6,爱情,USA:125,2006-12-29,2D,中国/美国,John Curran,http://www.cbooo.cn/p/8897,李滨 Bin Li;;;莎莉·霍金斯 Sally Hawkins;;;托比·琼斯 Toby Jones;;;李炯楷 Johnny Lee;;;冯砾 Li Feng;;;爱德华·诺顿 Edward Norton;;;黛安娜·里格 Diana Rigg;;;列维·施瑞博尔 Liev Schreiber;;;娜奥米·沃茨 Naomi Watts;;;黄秋生 Anthony Wong;;;夏雨 Yu Xia,";;; WIP;;; Stratus Film Co.;;; Bob Yari Productions;;; Class 5 Films;;; Colleton Company, The;;; Dragon Studios;;; Emotion Pictures;;; Mark Gordon Company, The;;;中影华纳横店影视有限公司 Warner China Film HG Corporation",";;; Yari Film Group Releasing;;;华纳独立影业 Warner Independent Pictures;;;  Aurum Producciones;;; Eagle Pictures;;; Gativideo;;; Independent Films;;; Metropolitan Filmexport;;; Nordisk Film Theatrical Distribution;;; Prime Entertainment;;; Shaw Organisation;;;北京中影元申影业有限公司 Beijing Zhongying Yuanshen Pictures Co.,Ltd;;; Warner Home Video;;;华纳家庭娱乐公司 Warner Home Video;;;中影华纳横店影视有限公司 Warner China Film HG Corporation"
35,春田花花同学会,358.0,1200.7,动画/喜剧,95,2006-1-26,2D,中国香港/中国,赵良骏 Samson Chiu,http://www.cbooo.cn/p/17178,区瑞强 Albert Au (voice);;;陈子聪 Convoy Chan Chi-Chung (voice);;;房祖名 Jaycee Chan (voice);;;陈柏霖 Berlin Chen (voice);;;刘以达 Tats Lau (voice);;;黄秋生 Anthony Wong (voice);;;郑中基 Ronald Cheng (voice);;;陈慧琳 Kelly Chen (voice);;;蒋志光 Ram chiang (voice);;;张兆辉 Siu-fai Cheung (voice);;;张达明 Tat-Ming Cheung (voice);;;詹瑞文 Sui-man Chim (voice);;;徐天佑 Ting Yau Tsui (voice);;;邓兆尊 Siu Juen Dang (voice);;;杜可风 Christopher Doyle (voice);;;方力申 Alex Fong (voice);;;傅颖 Theresa Fu (voice);;;夏春秋 Chun Chau Ha (voice);;;何超仪 Josie Ho (voice);;;许绍雄 Shiu Hung Hui (voice);;;池珍熙 Jin-hee Ji (voice);;;黎耀祥 Yiu-Cheung Lai (voice);;;林海峰 Jan Lamb (voice);;;林一峰 Chet Lam (voice);;;李茏怡 Tiffany Lee (voice);;;梁洛施 Isabella Leung (voice);;;梁汉文 Edmond Leung (voice);;;梁咏琪 Gigi Leung (voice);;;连凯 Andrew Lien (voice);;;苗侨伟 Michael Miu (voice);;;吴雨霏 Kary Ng (voice);;;吴君如 Sandra Ng (voice);;;岑建勋 John Sham (voice);;;曾志伟 Eric Tsang (voice);;;谢霆锋 Nicholas Tse (voice);;;黄又南 You-nam Wong (voice);;;杨爱瑾 Miki Yeung (voice);;;尹子维 Terence Yin (voice);;;余文乐 Shawn Yue (voice);;;周笔畅 BiBi Chou (voice);;;张志光 Chi-Kwong Cheung (voice);;;方中信 Alex Fong (voice),";;;银都机构有限公司 Sil-Metropole Organization Ltd.;;;摩根·陈影业有限公司 Morgan Chen Pictures  Co.,Ltd",";;;新华展望传媒有限公司 Xinhua Zhanwang Media Co., Ltd.;;;中国电影集团公司 China Film Group Corporation"
36,鸡犬不宁,50.0,551.2,喜剧,100分钟,2006-10-26,2D,中国,陈大明 Daming Chen,http://www.cbooo.cn/p/5335,金宏 Hong Jin;;;李强 Qiang Li;;;王宏伟 Hongwei Wang;;;小香玉 Xiangyu Xiao;;;徐帆 Fan Xu;;;姚橹 Lu Yao,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd",";;; Cathay-Keris Films;;; Shapira Films;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;中国电影集团公司 China Film Group Corporation"
37,夜宴,4500.0,13001.0,剧情/动作,131,2006-9-15,2D,中国/中国香港,冯小刚 Xiaogang Feng,http://www.cbooo.cn/p/455,章子怡 Ziyi Zhang;;;葛优 You Ge;;;吴彦祖 Daniel Wu;;;周迅 Xun Zhou;;;马精武 Jingwu Ma;;;黄晓明 Xiaoming Huang;;;徐熙颜 Xiyan Xu;;;马伦 Lun Ma,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.",";;; Alexandra Films;;; Atlantic Film;;; Buena Vista International (Australia);;; Dragon Dynasty;;; Dutch FilmWorks (DFW);;; EcoFilmes;;; Future Film;;; GAGA Communications;;; Kinowelt Home Entertainment;;; Long Shong Entertainment Multimedia Company;;; Metrodome Distribution;;; Momentum Pictures;;; Shapira Films;;; Shaw Organisation;;;法国映欧嘉纳影业 Studio Canal;;; Viva Films;;;中国电影集团公司 China Film Group Corporation;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd"
38,伤城,2000.0,7431.1,剧情/犯罪,Hong Kong:110,2006-12-21,2D,中国香港/中国,"刘伟强 Andrew Lau,麦兆辉 Alan Mak","http://www.cbooo.cn/p/7922,http://www.cbooo.cn/p/7923",梁朝伟 Tony Leung;;;金城武 Takeshi Kaneshiro;;;舒淇 Hsu Chi;;;徐静蕾 Jinglei Xu;;;贝安琪 Ankie Beilke;;;陈保元 Ricky;;;张锦程 Emotion Cheung;;;侯焕玲 Woon Ling Hau;;;江美仪 Elena Kong;;;黎耀祥 Yiu-Cheung Lai;;;李达超 Tatchiu Lee;;;梁靖琪 Toby Leung;;;刘家荣 Chia Yung Liu;;;罗耀辉 Yiu-Fai Law;;;苏伟南 So Wai Nam;;;谭俊彦 Shaun Tam;;;杜汶泽 Chapman To;;;董敏莉 Monie Tung;;;尹扬明 Yeung Ming Wan;;;黄伊汶 Emme Wong;;;岳华 Hua Yueh;;;罗耀辉 Yiu-Fai Law;;;陈保元 Ricky,";;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;; Avex Entertainment;;;银都机构有限公司 Sil-Metropole Organization Ltd.;;; Basic Pictures",";;; Galileo Medien AG;;; Hopscotch Productions;;; MK2 Diffusion;;;山水国际娱乐股份有限公司 Serenity Entertainment International Co.,Ltd;;; Shaw Organisation;;; Versus Entertainment;;;博纳影业集团股份有限公司 Bona Film Group"
39,新街口,,40.9,喜剧,90分钟,2006-7-14,2D,中国,雪村 Cun Xue,http://www.cbooo.cn/p/1868883,吴超 Chao Wu;;;范霞 Xia Fan;;;黄渤 Bo Huang;;;曾志伟 Eric Tsang;;;杨臣刚 Chenggang Yang;;;高虎 Hu Gao;;;雪村 Cun Xue,";;;北京金嘉利国际文化传媒有限公司 Beijing Jinjiali International Cultural Media Co., Ltd.",";;;中影集团数字电影院线有限公司 China Film Group Digital Cinema Line Co.,Ltd;;;北京年恩长影文化传播有限公司 Beijing Nianen Changying Culture Communication Co., LTD;;;北京春秋时代文化有限公司 Beijing Chunqiu Time Culture Co.,Ltd"
40,喜马拉雅王子,,400.5,剧情,China:108,2006-10-20,2D,中国,胡雪桦 Sherwood Hu,http://www.cbooo.cn/p/6310,洛桑群培 Lopsang,;;; Hus Entertainment;;;上海电影制片厂 Shanghai Film Studio,;;;上海电影股份有限公司影视发行分公司 Eastern Mordor
41,芳香之旅,,100.0,剧情,China:114,2006-2-14,2D,中国,章家瑞 Jiarui Zhang,http://www.cbooo.cn/p/3092,范伟 Wei Fan;;;聂远 Yuan Nie;;;张静初 Jingchu Zhang,";;; Youth Film Studio;;;北京电影学院青年电影制片厂 Beijing Film Academy Youth Film Studio;;;北京光彩泛海文化传媒有限公司 Bei Jing Guang Cai Fa Hai Culture Media Co., LTD",";;; ImaginAsian Pictures;;; ImginAsian Home Entertainment;;; Showgate;;;北京川江联盟影视文化有限公司 Beijing Chuanjiang Union Film and TV Culture Ltd;;;中国电影集团公司 China Film Group Corporation;;;北京光彩泛海文化传媒有限公司 Bei Jing Guang Cai Fa Hai Culture Media Co., LTD"
42,望山,,0.5,剧情,93,2006-7-28,2D,中国,苏磊 Lei Su,http://www.cbooo.cn/p/12487,周波 Bo Zhou;;;王双宝 Shuangbao Wang;;;董萍 Ping Dong;;;崔志豪 Zhihao Cui,;;;天山电影制片厂 Tianshan Film Studio;;; Xinjiang Dasen Culture Media,
43,燃情岁月,38.0,38.0,剧情,,2006-6-16,2D,中国,罗登 Deng Luo,http://www.cbooo.cn/p/1866602,高峰 Feng Gao,;;;北京电影制片厂 Beijing Film Studio;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
44,伊莎贝拉,98.0,210.1,剧情,91,2006-4-4,2D,中国香港/中国,Ho-Cheung Pang,http://www.cbooo.cn/p/15775,杜汶泽 Chapman To;;;梁洛施 Isabella Leung;;;何超仪 Josie Ho;;;黄秋生 Anthony Wong;;;詹瑞文 Sui-man Chim;;;张致恒 Steven Cheung;;;焯匀 Meme Tian;;;尹扬明 Yeung Ming Wan;;;余文乐 Shawn Yue;;;曾国祥 Kwok Cheung Tsang,";;; Not Brothers;;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.",;;;寰亚影视发行（香港）有限公司 Media Asia Distribution;;; Mega Star Video Distribution;;; Shaw Organisation;;;博纳影业集团股份有限公司 Bona Film Group;;;中国电影集团公司 China Film Group Corporation
45,双镖,,500.1,悬疑/动作,,2006-10-13,2D,中国/美国,陈坤厚 Chen Kunhou,http://www.cbooo.cn/p/1863430,瑞特·盖艾斯 Rhett Giles;;;苏瑾 Jin Su,";;;西安美亚文化传播有限公司 Xi'an Meiya Media Co., Ltd",";;;美国狮门影片公司 Lionsgate Films;;;北京新华环球影视文化传播有限公司 Beijing Xinhua Huanqiu Entertainment Co.,Ltd;;;美亚电影制作有限公司 Mei Ah Movie Production Co.,Ltd;;;中国电影集团公司 China Film Group Corporation"
46,零公里,52.0,0.1,剧情,90分钟,2006-5-12,2D,中国,史凤和 Fenghe Shi,http://www.cbooo.cn/p/1865903,姚琳娜 Linna Yao;;;高天 Tian Gao,";;;上海祥盛影视制作发行有限公司 Shanghai Xiangsheng Film＆Television Production and Distribution Co., Ltd.",";;;上海祥盛影视制作发行有限公司 Shanghai Xiangsheng Film＆Television Production and Distribution Co., Ltd."
47,战神再现,,300.3,动作/惊悚,Hong Kong:94,2006-4-30,2D,中国/中国香港,邱礼涛 Herman Yau,http://www.cbooo.cn/p/1849,黄圣依 Eva Huang;;;魔裟斗 Masato;;;白田久子 Hisako Shirata;;;黄子华 Chi Wah Wong;;;高雄 Eddy Ko;;;李子雄 Waise Lee;;;卢惠光 Kenneth Lo,;;;天津电影制片厂 Tianjin Film Studio;;;同道制作有限公司 Same Way Productions Limited,";;; Art Port;;;新华展望传媒有限公司 Xinhua Zhanwang Media Co., Ltd.;;;中国电影集团公司 China Film Group Corporation;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
